INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,PRC,OPR_INTERVAL,GROUP
2022-09-01T07:00:00-00:00,2022-09-01T07:15:00-00:00,2022-09-01,01,KIRKER_1_N006,KIRKER_1_N006,KIRKER_1_N006,RTPD,LMP,LMP_PRC,KIRKER_1_N006,ALL,1,81.49685,1,1
2022-09-01T08:00:00-00:00,2022-09-01T08:15:00-00:00,2022-09-01,02,KIRKER_1_N006,KIRKER_1_N006,KIRKER_1_N006,RTPD,LMP,LMP_PRC,KIRKER_1_N006,ALL,1,112.19684,1,1
2022-09-01T09:00:00-00:00,2022-09-01T09:15:00-00:00,2022-09-01,03,KIRKER_1_N006,KIRKER_1_N006,KIRKER_1_N006,RTPD,LMP,LMP_PRC,KIRKER_1_N006,ALL,1,94.43154,1,1
2022-09-01T10:00:00-00:00,2022-09-01T10:15:00-00:00,2022-09-01,04,KIRKER_1_N006,KIRKER_1_N006,KIRKER_1_N006,RTPD,LMP,LMP_PRC,KIRKER_1_N006,ALL,1,94.00979,1,1
2022-09-01T11:00:00-00:00,2022-09-01T11:15:00-00:00,2022-09-01,05,KIRKER_1_N006,KIRKER_1_N006,KIRKER_1_N006,RTPD,LMP,LMP_PRC,KIRKER_1_N006,ALL,1,101.71727,1,1
2022-09-01T12:00:00-00:00,2022-09-01T12:15:00-00:00,2022-09-01,06,KIRKER_1_N006,KIRKER_1_N006,KIRKER_1_N006,RTPD,LMP,LMP_PRC,KIRKER_1_N006,ALL,1,86.07436,1,1
2022-09-01T13:00:00-00:00,2022-09-01T13:15:00-00:00,2022-09-01,07,KIRKER_1_N006,KIRKER_1_N006,KIRKER_1_N006,RTPD,LMP,LMP_PRC,KIRKER_1_N006,ALL,1,88.54796,1,1
2022-09-01T14:00:00-00:00,2022-09-01T14:15:00-00:00,2022-09-01,08,KIRKER_1_N006,KIRKER_1_N006,KIRKER_1_N006,RTPD,LMP,LMP_PRC,KIRKER_1_N006,ALL,1,112.26775,1,1
2022-09-01T15:00:00-00:00,2022-09-01T15:15:00-00:00,2022-09-01,09,KIRKER_1_N006,KIRKER_1_N006,KIRKER_1_N006,RTPD,LMP,LMP_PRC,KIRKER_1_N006,ALL,1,97.4112,1,1
2022-09-01T16:00:00-00:00,2022-09-01T16:15:00-00:00,2022-09-01,10,KIRKER_1_N006,KIRKER_1_N006,KIRKER_1_N006,RTPD,LMP,LMP_PRC,KIRKER_1_N006,ALL,1,83.43525,1,1
2022-09-01T17:00:00-00:00,2022-09-01T17:15:00-00:00,2022-09-01,11,KIRKER_1_N006,KIRKER_1_N006,KIRKER_1_N006,RTPD,LMP,LMP_PRC,KIRKER_1_N006,ALL,1,80.21869,1,1
