INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,PRC,OPR_INTERVAL,GROUP
2022-09-01T07:00:00-00:00,2022-09-01T07:15:00-00:00,2022-09-01,01,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,71.7985,1,1
2022-09-01T08:00:00-00:00,2022-09-01T08:15:00-00:00,2022-09-01,02,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,111.44571,1,1
2022-09-01T09:00:00-00:00,2022-09-01T09:15:00-00:00,2022-09-01,03,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,99.42889,1,1
2022-09-01T10:00:00-00:00,2022-09-01T10:15:00-00:00,2022-09-01,04,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,99.5231,1,1
2022-09-01T11:00:00-00:00,2022-09-01T11:15:00-00:00,2022-09-01,05,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,108.31243,1,1
2022-09-01T12:00:00-00:00,2022-09-01T12:15:00-00:00,2022-09-01,06,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,89.86332,1,1
2022-09-01T13:00:00-00:00,2022-09-01T13:15:00-00:00,2022-09-01,07,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,85.47702,1,1
2022-09-01T14:00:00-00:00,2022-09-01T14:15:00-00:00,2022-09-01,08,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,116.11224,1,1
2022-09-01T15:00:00-00:00,2022-09-01T15:15:00-00:00,2022-09-01,09,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,97.4112,1,1
2022-09-01T16:00:00-00:00,2022-09-01T16:15:00-00:00,2022-09-01,10,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,83.43525,1,1
2022-09-01T17:00:00-00:00,2022-09-01T17:15:00-00:00,2022-09-01,11,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,76.58167,1,1
2022-09-01T18:00:00-00:00,2022-09-01T18:15:00-00:00,2022-09-01,12,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,52.20145,1,1
2022-09-01T19:00:00-00:00,2022-09-01T19:15:00-00:00,2022-09-01,13,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,65.60479,1,1
2022-09-01T20:00:00-00:00,2022-09-01T20:15:00-00:00,2022-09-01,14,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,113.65774,1,1
2022-09-01T21:00:00-00:00,2022-09-01T21:15:00-00:00,2022-09-01,15,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,106.02945,1,1
2022-09-01T22:00:00-00:00,2022-09-01T22:15:00-00:00,2022-09-01,16,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,98.08377,1,1
2022-09-01T23:00:00-00:00,2022-09-01T23:15:00-00:00,2022-09-01,17,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,216.52036,1,1
2022-09-02T00:00:00-00:00,2022-09-02T00:15:00-00:00,2022-09-01,18,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,1049.8545,1,1
2022-09-02T01:00:00-00:00,2022-09-02T01:15:00-00:00,2022-09-01,19,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,1161.2638,1,1
2022-09-02T02:00:00-00:00,2022-09-02T02:15:00-00:00,2022-09-01,20,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,1991.6721,1,1
2022-09-02T03:00:00-00:00,2022-09-02T03:15:00-00:00,2022-09-01,21,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,1332.2037,1,1
2022-09-02T04:00:00-00:00,2022-09-02T04:15:00-00:00,2022-09-01,22,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,435.0481,1,1
2022-09-02T05:00:00-00:00,2022-09-02T05:15:00-00:00,2022-09-01,23,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,205.40659,1,1
2022-09-02T06:00:00-00:00,2022-09-02T06:15:00-00:00,2022-09-01,24,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,195.82965,1,1
2022-09-01T07:15:00-00:00,2022-09-01T07:30:00-00:00,2022-09-01,01,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,113.28951,2,1
2022-09-01T08:15:00-00:00,2022-09-01T08:30:00-00:00,2022-09-01,02,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,114.40963,2,1
2022-09-01T09:15:00-00:00,2022-09-01T09:30:00-00:00,2022-09-01,03,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,96.12948,2,1
2022-09-01T10:15:00-00:00,2022-09-01T10:30:00-00:00,2022-09-01,04,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,95.94008,2,1
2022-09-01T11:15:00-00:00,2022-09-01T11:30:00-00:00,2022-09-01,05,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,108.93583,2,1
2022-09-01T12:15:00-00:00,2022-09-01T12:30:00-00:00,2022-09-01,06,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,107.99392,2,1
2022-09-01T13:15:00-00:00,2022-09-01T13:30:00-00:00,2022-09-01,07,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,115.9595,2,1
2022-09-01T14:15:00-00:00,2022-09-01T14:30:00-00:00,2022-09-01,08,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,109.0418,2,1
2022-09-01T15:15:00-00:00,2022-09-01T15:30:00-00:00,2022-09-01,09,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,86.9388,2,1
2022-09-01T16:15:00-00:00,2022-09-01T16:30:00-00:00,2022-09-01,10,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,87.43684,2,1
2022-09-01T17:15:00-00:00,2022-09-01T17:30:00-00:00,2022-09-01,11,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,74.56508,2,1
2022-09-01T18:15:00-00:00,2022-09-01T18:30:00-00:00,2022-09-01,12,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,68.94171,2,1
2022-09-01T19:15:00-00:00,2022-09-01T19:30:00-00:00,2022-09-01,13,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,69.40939,2,1
2022-09-01T20:15:00-00:00,2022-09-01T20:30:00-00:00,2022-09-01,14,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,113.63472,2,1
2022-09-01T21:15:00-00:00,2022-09-01T21:30:00-00:00,2022-09-01,15,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,114.51677,2,1
2022-09-01T22:15:00-00:00,2022-09-01T22:30:00-00:00,2022-09-01,16,WESTPARK_1_N009,WESTPARK_1_N009,WESTPARK_1_N009,RTPD,LMP,LMP_PRC,WESTPARK_1_N009,ALL,1,112.76676,2,1
