,PNODE_ID,AS_ID,Type,RES_ID,BUS_ID,FNMVERSION,RELEASE_DATE,GROUP,Lat,Lng,NodeLMP,NodeMCC,NodeMCE,Average MCC
139,MISSION_6_N049,AS_SP26,LOAD,MSSION_6_LD30,22496_MISSION _69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2540,32.78418655,-117.1377148,"<img src=""./data/SDGE_NODE_LMP_Plots/MISSION_6_N049/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MISSION_6_N049/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MISSION_6_N049/SDGENodeMCE.png"" width=""200"" height=""120""/>",53.73690031250001
140,MISSON_1_N015,AS_NP15,GEN,MISSIX_1_QF,33201_MISSIX _12.0_GUQF,22M7_DB114,2022-07-28 0:00:00,2405,32.78435969,-117.137503,"<img src=""./data/SDGE_NODE_LMP_Plots/MISSON_1_N015/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MISSON_1_N015/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MISSON_1_N015/SDGENodeMCE.png"" width=""200"" height=""120""/>",28.138803333333342
141,MONSRATE_6_N001,AS_SP15,LOAD,MNSRTE_6_LD30,22512_MONSRATE_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2429,33.32905287,-117.2355635,"<img src=""./data/SDGE_NODE_LMP_Plots/MONSRATE_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MONSRATE_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MONSRATE_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",50.35026333333335
142,MONSRATE_6_N007,AS_SP26,LOAD,MNSRTE_6_LD31,22512_MONSRATE_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2430,33.32915593,-117.2352391,"<img src=""./data/SDGE_NODE_LMP_Plots/MONSRATE_6_N007/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MONSRATE_6_N007/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MONSRATE_6_N007/SDGENodeMCE.png"" width=""200"" height=""120""/>",54.19664267361113
143,MONTGMRY_6_N001,AS_SP15,LOAD,MNTGRY_6_LD30,22516_MONTGMRY_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2438,32.631748,-117.09953,"<img src=""./data/SDGE_NODE_LMP_Plots/MONTGMRY_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MONTGMRY_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MONTGMRY_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",56.560833472222285
144,MONTGMRY_6_N002,AS_SP26,LOAD,MNTGRY_6_LD31,22516_MONTGMRY_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2439,32.631726,-117.099715,"<img src=""./data/SDGE_NODE_LMP_Plots/MONTGMRY_6_N002/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MONTGMRY_6_N002/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MONTGMRY_6_N002/SDGENodeMCE.png"" width=""200"" height=""120""/>",62.73573350694437
145,MOROHILL_6_N001,AS_SP15,LOAD,MOROHL_6_LD30,22528_MOROHILL_69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2483,33.2522007,-117.3003204,"<img src=""./data/SDGE_NODE_LMP_Plots/MOROHILL_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MOROHILL_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MOROHILL_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",58.64233555555557
146,MRGT_6_NODE1,AS_SP26,GEN,MRGT_6_MEF2,22487_MEF MR2 _13.8_GUQ,22M7_DB114,2022-07-28 0:00:00,2518,32.87603634,-117.1655337,"<img src=""./data/SDGE_NODE_LMP_Plots/MRGT_6_NODE1/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MRGT_6_NODE1/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MRGT_6_NODE1/SDGENodeMCE.png"" width=""200"" height=""120""/>",59.03205267361108
147,MURRAY_6_N001,AS_SP15,LOAD,MURRAY_6_LD31,22531_MURRAYGN_12.5_LD31,22M7_DB114,2022-07-28 0:00:00,2563,32.79093801,-117.022863,"<img src=""./data/SDGE_NODE_LMP_Plots/MURRAY_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MURRAY_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MURRAY_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",58.273310850694465
148,MURRAY_6_N004,AS_SP15,LOAD,MURRAY_6_LD33,22531_MURRAYGN_12.5_LD33,22M7_DB114,2022-07-28 0:00:00,2565,32.79064288,-117.022836,"<img src=""./data/SDGE_NODE_LMP_Plots/MURRAY_6_N004/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MURRAY_6_N004/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MURRAY_6_N004/SDGENodeMCE.png"" width=""200"" height=""120""/>",83.63505173611118
149,MURRAY_6_N005,AS_SP15,LOAD,MURRAY_6_LD32,22531_MURRAYGN_12.5_LD32,22M7_DB114,2022-07-28 0:00:00,2564,32.79065871,-117.0233438,"<img src=""./data/SDGE_NODE_LMP_Plots/MURRAY_6_N005/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MURRAY_6_N005/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MURRAY_6_N005/SDGENodeMCE.png"" width=""200"" height=""120""/>",54.762027621527785
150,MURRAY_6_N015,AS_SP26,LOAD,MURRAY_6_LD30,22531_MURRAYGN_12.5_LD30,22M7_DB114,2022-07-28 0:00:00,2562,32.79097003,-117.0233255,"<img src=""./data/SDGE_NODE_LMP_Plots/MURRAY_6_N015/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MURRAY_6_N015/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/MURRAY_6_N015/SDGENodeMCE.png"" width=""200"" height=""120""/>",49.43620300347229
151,NATNLCTY_6_N001,AS_SP26,LOAD,NATCTY_6_LD20,22548_NATNLCTY_69.0_LD20,22M7_DB114,2022-07-28 0:00:00,2579,32.673108,-117.107253,"<img src=""./data/SDGE_NODE_LMP_Plots/NATNLCTY_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NATNLCTY_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NATNLCTY_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",54.76523333333331
152,NATNLCTY_6_N005,AS_SP26,LOAD,NATCTY_6_LD21,22548_NATNLCTY_69.0_LD21,22M7_DB114,2022-07-28 0:00:00,2580,32.673077,-117.107435,"<img src=""./data/SDGE_NODE_LMP_Plots/NATNLCTY_6_N005/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NATNLCTY_6_N005/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NATNLCTY_6_N005/SDGENodeMCE.png"" width=""200"" height=""120""/>",65.04023406249993
153,NAVSTMTR_6_N001,AS_SP26,LOAD,NSMTG_6_LD-W,22556_NAVSTMTR_69.0_LDW,22M7_DB114,2022-07-28 0:00:00,2644,32.670422,-117.114581,"<img src=""./data/SDGE_NODE_LMP_Plots/NAVSTMTR_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NAVSTMTR_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NAVSTMTR_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",55.76864185763893
154,NAVSTMTR_6_N011,AS_SP26,LOAD,NSMTG_6_LD-E,22556_NAVSTMTR_69.0_LDE,22M7_DB114,2022-07-28 0:00:00,2643,32.670408,-117.114853,"<img src=""./data/SDGE_NODE_LMP_Plots/NAVSTMTR_6_N011/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NAVSTMTR_6_N011/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NAVSTMTR_6_N011/SDGENodeMCE.png"" width=""200"" height=""120""/>",66.54917921874998
155,NCMETER_1_N001,AS_SP15,LOAD,NCMTG_1_LD40,22568_NCMETER _138_LD40,22M7_DB114,2022-07-28 0:00:00,2590,33.0896009,-117.2031965,"<img src=""./data/SDGE_NODE_LMP_Plots/NCMETER_1_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NCMETER_1_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NCMETER_1_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",55.2681544270834
156,NOISLMTR_6_N004,AS_SP15,LOAD,NIMTG_6_LD-N,22576_NOISLMTR_69.0_LDN,22M7_DB114,2022-07-28 0:00:00,2618,32.7025,-117.182161,"<img src=""./data/SDGE_NODE_LMP_Plots/NOISLMTR_6_N004/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NOISLMTR_6_N004/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NOISLMTR_6_N004/SDGENodeMCE.png"" width=""200"" height=""120""/>",54.19664267361113
157,NOISLMTR_6_N009,AS_SP15,LOAD,NIMTG_6_LD-S,22576_NOISLMTR_69.0_LDS,22M7_DB114,2022-07-28 0:00:00,2619,32.702364,-117.182081,"<img src=""./data/SDGE_NODE_LMP_Plots/NOISLMTR_6_N009/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NOISLMTR_6_N009/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NOISLMTR_6_N009/SDGENodeMCE.png"" width=""200"" height=""120""/>",59.81621104166668
158,NOISLMTR_6_N015,AS_SP15,GEN,NIMTG_6_NICOGN,22576_NOISLMTR_69.0_GUM1,22M7_DB114,2022-07-28 0:00:00,2620,32.702352,-117.182378,"<img src=""./data/SDGE_NODE_LMP_Plots/NOISLMTR_6_N015/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NOISLMTR_6_N015/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NOISLMTR_6_N015/SDGENodeMCE.png"" width=""200"" height=""120""/>",65.90018003472224
159,NOISLMTR_6_N101,AS_SP15,GEN,NIMTG_6_NIQF,22576_NOISLMTR_69.0_GUQF,22M7_DB114,2022-07-28 0:00:00,2621,32.702489,-117.182422,"<img src=""./data/SDGE_NODE_LMP_Plots/NOISLMTR_6_N101/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NOISLMTR_6_N101/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NOISLMTR_6_N101/SDGENodeMCE.png"" width=""200"" height=""120""/>",58.64233555555557
160,NSCOGEN_7_B1,AS_SP15,GEN,DIVSON_6_NSQF,22552_NSCOGEN _12.5_GU1,22M7_DB114,2022-07-28 0:00:00,1013,32.681524,-117.120218,"<img src=""./data/SDGE_NODE_LMP_Plots/NSCOGEN_7_B1/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NSCOGEN_7_B1/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/NSCOGEN_7_B1/SDGENodeMCE.png"" width=""200"" height=""120""/>",55.10024776041668
161,OCEANSDE_6_N001,AS_SP26,LOAD,OCNSDE_6_LD30,22584_OCEANSDE_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2707,33.19682652,-117.3819731,"<img src=""./data/SDGE_NODE_LMP_Plots/OCEANSDE_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/OCEANSDE_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/OCEANSDE_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",48.92200914930564
162,OCEANSDE_6_N002,AS_SP26,LOAD,OCNSDE_6_LD31,22584_OCEANSDE_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2708,33.19681509,-117.3817358,"<img src=""./data/SDGE_NODE_LMP_Plots/OCEANSDE_6_N002/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/OCEANSDE_6_N002/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/OCEANSDE_6_N002/SDGENodeMCE.png"" width=""200"" height=""120""/>",61.968449756944516
163,OLDTOWN_6_N001,AS_SP15,LOAD,OLDTWN_6_LD31,22592_OLD TOWN_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2730,32.766227,-117.192417,"<img src=""./data/SDGE_NODE_LMP_Plots/OLDTOWN_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/OLDTOWN_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/OLDTOWN_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",56.88945097222227
164,OMWD_6_N001,AS_SP26,LOAD,OLIVHN_6_LD1,22602_OMWD _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2744,33.06844795,-117.1415186,"<img src=""./data/SDGE_NODE_LMP_Plots/OMWD_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/OMWD_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/OMWD_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",54.76523333333331
165,OTAYLAKE_6_N001,AS_SP15,LOAD,OTAYLK_6_LD1,22612_OTAYLAKE_69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2799,32.595409,-117.057789,"<img src=""./data/SDGE_NODE_LMP_Plots/OTAYLAKE_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/OTAYLAKE_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/OTAYLAKE_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",58.64233555555557
166,OTAY_6_N001,AS_SP15,LOAD,OTAY_6_LD33,22613_OTAY GEN_12.0_LD33,22M7_DB114,2022-07-28 0:00:00,2803,32.595173,-117.057762,"<img src=""./data/SDGE_NODE_LMP_Plots/OTAY_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/OTAY_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/OTAY_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",49.808697621527806
167,OTAY_6_N014,AS_SP26,LOAD,OTAY_6_LD32,22613_OTAY GEN_12.0_LD32,22M7_DB114,2022-07-28 0:00:00,2802,32.595153,-117.057824,"<img src=""./data/SDGE_NODE_LMP_Plots/OTAY_6_N014/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/OTAY_6_N014/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/OTAY_6_N014/SDGENodeMCE.png"" width=""200"" height=""120""/>",50.25717486111106
168,PACFCBCH_6_N001,AS_SP15,LOAD,PACBCH_6_LD30,22620_PACFCBCH_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,2817,32.799242,-117.240199,"<img src=""./data/SDGE_NODE_LMP_Plots/PACFCBCH_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PACFCBCH_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PACFCBCH_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",62.28618986111111
169,PACFCBCH_6_N004,AS_SP26,LOAD,PACBCH_6_LD31,22620_PACFCBCH_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2818,32.799203,-117.24035,"<img src=""./data/SDGE_NODE_LMP_Plots/PACFCBCH_6_N004/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PACFCBCH_6_N004/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PACFCBCH_6_N004/SDGENodeMCE.png"" width=""200"" height=""120""/>",61.968449756944516
170,PALA_6_N001,AS_SP15,LOAD,PALA_6_LD30,22624_PALA _69.0_LD1,22M7_DB114,2022-07-28 0:00:00,2840,33.35607115,-117.1123405,"<img src=""./data/SDGE_NODE_LMP_Plots/PALA_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PALA_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PALA_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",25.65785178819444
171,PALOMAR_1_N001,AS_SP26,LOAD,PARPRT_1_LD42,22632_PALOMAR _138_LD42,22M7_DB114,2022-07-28 0:00:00,2867,33.12275563,-117.2876275,"<img src=""./data/SDGE_NODE_LMP_Plots/PALOMAR_1_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PALOMAR_1_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PALOMAR_1_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",54.101042934027795
172,PALOMAR_1_N004,AS_SP15,LOAD,PARPRT_1_LD41,22632_PALOMAR _138_LD41,22M7_DB114,2022-07-28 0:00:00,2866,33.12302948,-117.2878474,"<img src=""./data/SDGE_NODE_LMP_Plots/PALOMAR_1_N004/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PALOMAR_1_N004/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PALOMAR_1_N004/SDGENodeMCE.png"" width=""200"" height=""120""/>",54.101042934027795
173,PALOMAR_1_N013,AS_SP26,LOAD,PARPRT_1_LD40,22632_PALOMAR _138_LD40,22M7_DB114,2022-07-28 0:00:00,2865,33.12302948,-117.2878474,"<img src=""./data/SDGE_NODE_LMP_Plots/PALOMAR_1_N013/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PALOMAR_1_N013/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PALOMAR_1_N013/SDGENodeMCE.png"" width=""200"" height=""120""/>",55.73611307291671
174,PARADISX_6_N004,AS_SP15,LOAD,PARDSE_6_LD31,22636_PARADISX_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,2859,32.704444,-117.049884,"<img src=""./data/SDGE_NODE_LMP_Plots/PARADISX_6_N004/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PARADISX_6_N004/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PARADISX_6_N004/SDGENodeMCE.png"" width=""200"" height=""120""/>",55.73611307291671
175,PENDLETN_6_N001,AS_SP15,LOAD,PNDLTN_6_LD31,22640_PENDLETN_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3627,33.30918349,-117.3349656,"<img src=""./data/SDGE_NODE_LMP_Plots/PENDLETN_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PENDLETN_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PENDLETN_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",66.35310947916668
176,PENDLETN_6_N004,AS_SP15,LOAD,PNDLTN_6_LD30,22640_PENDLETN_69.0_LD30,22M7_DB114,2022-07-28 0:00:00,3626,33.30916777,-117.3352508,"<img src=""./data/SDGE_NODE_LMP_Plots/PENDLETN_6_N004/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PENDLETN_6_N004/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PENDLETN_6_N004/SDGENodeMCE.png"" width=""200"" height=""120""/>",49.70612401041666
177,PLOALTO_1_N001,AS_NP26,LOAD,PALALT_1_LD2,38028_PLO ALTO_115_LD2,22M7_DB114,2022-07-28 0:00:00,2837,33.35584386,-117.1125106,"<img src=""./data/SDGE_NODE_LMP_Plots/PLOALTO_1_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PLOALTO_1_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PLOALTO_1_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",65.30049583333324
178,PLOALTO_1_N007,AS_NP26,LOAD,PALALT_1_LD3,38028_PLO ALTO_115_LD3,22M7_DB114,2022-07-28 0:00:00,2838,33.3557237,-117.1122209,"<img src=""./data/SDGE_NODE_LMP_Plots/PLOALTO_1_N007/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PLOALTO_1_N007/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PLOALTO_1_N007/SDGENodeMCE.png"" width=""200"" height=""120""/>",27.845602847222224
179,PLOALTO_1_N013,AS_NP26,LOAD,PALALT_1_LD1,38028_PLO ALTO_115_LD1,22M7_DB114,2022-07-28 0:00:00,2836,33.35582424,-117.1125309,"<img src=""./data/SDGE_NODE_LMP_Plots/PLOALTO_1_N013/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PLOALTO_1_N013/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PLOALTO_1_N013/SDGENodeMCE.png"" width=""200"" height=""120""/>",55.87164128472226
180,PLOALTO_1_N019,AS_NP15,GEN,PALALT_7_COBUG,38028_PLO ALTO_115_GUM1,22M7_DB114,2022-07-28 0:00:00,2839,33.35920034,-117.111482,"<img src=""./data/SDGE_NODE_LMP_Plots/PLOALTO_1_N019/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PLOALTO_1_N019/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/PLOALTO_1_N019/SDGENodeMCE.png"" width=""200"" height=""120""/>",59.95173925347225
181,POINTLMA_6_N001,AS_SP15,GEN,PTLOMA_6_NTCQF,22660_POINTLMA_69.0_GUQF,22M7_DB114,2022-07-28 0:00:00,3687,32.741645,-117.233322,"<img src=""./data/SDGE_NODE_LMP_Plots/POINTLMA_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/POINTLMA_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/POINTLMA_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",63.8399496874999
182,POINTLMA_6_N013,AS_SP26,LOAD,PTLOMA_6_LD30,22660_POINTLMA_69.0_LD32,22M7_DB114,2022-07-28 0:00:00,3683,32.741447,-117.233264,"<img src=""./data/SDGE_NODE_LMP_Plots/POINTLMA_6_N013/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/POINTLMA_6_N013/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/POINTLMA_6_N013/SDGENodeMCE.png"" width=""200"" height=""120""/>",54.42487670138892
183,POINTLMA_6_N014,AS_SP26,LOAD,PTLOMA_6_LD31,22660_POINTLMA_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3684,32.741431,-117.233499,"<img src=""./data/SDGE_NODE_LMP_Plots/POINTLMA_6_N014/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/POINTLMA_6_N014/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/POINTLMA_6_N014/SDGENodeMCE.png"" width=""200"" height=""120""/>",49.09020788194453
184,POINTLMA_6_N021,AS_SP15,GEN,PTLOMA_6_NTCCGN,22660_POINTLMA_69.0_GUM1,22M7_DB114,2022-07-28 0:00:00,3686,32.741591,-117.233583,"<img src=""./data/SDGE_NODE_LMP_Plots/POINTLMA_6_N021/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/POINTLMA_6_N021/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/POINTLMA_6_N021/SDGENodeMCE.png"" width=""200"" height=""120""/>",50.25717486111106
185,POMERADO_6_N001,AS_SP15,LOAD,POMRDO_6_LD31,22664_POMERADO_69.0_LD31,22M7_DB114,2022-07-28 0:00:00,3641,32.94154767,-117.0328017,"<img src=""./data/SDGE_NODE_LMP_Plots/POMERADO_6_N001/SDGENodeLMP.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/POMERADO_6_N001/SDGENodeMCC.png"" width=""200"" height=""120""/>","<img src=""./data/SDGE_NODE_LMP_Plots/POMERADO_6_N001/SDGENodeMCE.png"" width=""200"" height=""120""/>",83.63505173611118
