,COLLEGE_1_MANZANOPVGNODE,WOODLAND_7_WGSUNIT2_CTGNODE,LOSTHORZ_1_SANTOLINAPVGNODE,JFK_GNODET,FOLSOM_7_UNIT1GNODE,DONPEDRO_6_MIDUNIT1GNODE,PERSON_1_RIOBRAVOGNODE,REEVES_1_REEVESPVGNODE,MCC_GNODEPKR,TAIBANM_3_LONEMESAWFGNODE,HERSHEY_LNODEXF2,BELEN_1_LALUZGNODE,PYGS_1_PYRAMID A4GNODE,AIR_SUB_LNODENAA,NIMBUS_1_UNIT 2GNODE,KLG_GNODEPL,SHASTRD_7_UNIT2GNODE,BANGS_LNODEKGC,LORDBURG_1_GEN2GTGNODE,AFTON_3_AFTONCTGNODE,SPRV_3_COAL_SPV3GNODE,WOODLAND_7_WGSUNIT3_BGNODE,CIG_GNODEPKR,ROB_GNODET,STCRUZ_LNODEWLS,TRY_LNODENE1,JARALES_1_RIOCOMMPVGNODE,ARRIBAT_1_LASVEGASPVGNODE,RPP2_6_CTG2GNODE,ELK_GNODERSS,REP_6_CTG1GNODE,TOME_1_RIODELOROPVGNODE,ELK_GNODEESC,WOODLAND_7_WGSUNIT3_EGNODE,FC_5_PNM_FCST5GNODE,WHT_GNODE1,LONEMESA_7_CASAMESAWFGNODE
2022-09-01T07:00:00-00:00,14.77275,-18.98909,14.77275,-16.2357,-16.31368,-18.19246,14.61283,14.53486,-16.46963,14.77905,-19.39188,14.93764,16.11445,-22.00884,-16.31368,-16.15772,-17.181,-19.06707,16.11445,15.96217,16.19243,-18.98909,-16.1597,-16.2357,-19.39188,-17.76389,14.93764,10.29565,-16.46963,-16.1597,-16.46963,14.93764,-16.1597,-18.98909,16.3889,-16.2357,14.77905
2022-09-01T07:15:00-00:00,6.49266,-10.41674,6.47015,-9.79523,-9.79523,-10.30223,6.44764,6.44764,-9.79523,6.44764,-10.48623,6.49266,7.06915,9.36801,-9.79523,-9.79523,-9.40274,-10.44121,7.06915,6.90766,7.06915,-10.41674,-9.81774,-9.79523,-10.48623,-10.11822,6.49266,5.47867,-9.79523,-9.81774,-9.79523,6.49266,-9.81774,-10.41674,6.63165,-9.79523,6.44764
2022-09-01T07:30:00-00:00,10.58295,-16.84065,10.58295,-15.86809,-15.82836,-16.61499,10.54322,10.54322,-15.86809,10.50667,-16.95348,10.65605,11.47924,15.89431,-15.82836,-15.86809,-15.19429,-16.8772,11.47924,11.2933,11.55551,-16.84065,-15.90464,-15.86809,-16.99003,-16.31623,10.6195,8.93659,-15.79181,-15.90464,-15.79181,10.6195,-15.90464,-16.84065,10.88171,-15.86809,10.50667
2022-09-01T07:45:00-00:00,12.14652,-19.15052,12.0632,-18.00029,-18.00029,-18.93859,12.0632,12.0632,-18.00029,12.01792,-19.27913,12.14652,13.17176,17.35701,-18.00029,-18.04195,-17.31921,-19.1958,13.17176,12.91455,13.21343,-19.15052,-18.04195,-18.00029,-19.32441,-18.59805,12.14652,10.26993,-18.00029,-18.08724,-18.00029,12.14652,-18.08724,-19.15052,12.40374,-18.00029,12.01792
2022-09-01T08:00:00-00:00,2.20233,-3.47436,2.20233,-3.26562,-3.26562,-3.4359,2.18721,2.18721,-3.26562,2.17899,-3.4977,2.20233,2.39594,3.16799,-3.26562,-3.26562,-3.14202,-3.48258,2.39594,2.34926,2.39594,-3.47436,-3.2814,-3.26562,-3.50592,-3.3741,2.20233,1.86177,-3.26562,-3.2814,-3.26562,2.20233,-3.2814,-3.47436,2.249,-3.26562,2.17899
2022-09-01T08:15:00-00:00,0.59939,-0.94971,0.59733,-0.89049,-0.89049,-0.93697,0.59526,0.59526,-0.89049,0.59302,-0.95608,0.59939,0.65018,0.86385,-0.89049,-0.89256,-0.85676,-0.94971,0.65018,0.63743,0.65224,-0.94971,-0.8948,-0.89049,-0.95608,-0.9201,0.59939,0.50643,-0.89049,-0.8948,-0.89049,0.59939,-0.8948,-0.94971,0.61213,-0.89049,0.59302
2022-09-01T08:30:00-00:00,-0.00183,0.0003,-0.00183,0.00036,0.00036,0.00031,-0.00183,-0.00183,0.00036,-0.00184,0.0003,-0.00183,-0.00178,-0.00038,0.00036,0.00035,0.00039,0.0003,-0.00178,-0.00179,-0.00178,0.0003,0.00035,0.00036,0.00029,0.00033,-0.00183,-0.00192,0.00036,0.00035,0.00036,-0.00183,0.00035,0.0003,-0.00182,0.00036,-0.00184
2022-09-01T08:45:00-00:00,2.95314,-4.68503,2.94297,-4.40336,-4.39319,-4.62224,2.94297,2.94297,-4.40336,2.93191,-4.70537,2.96331,3.21358,-32.73022,-4.39319,-4.40336,-4.22693,-4.6952,3.21358,3.15079,3.22375,-4.68503,-4.42459,-4.40336,-4.71643,-4.53911,2.96331,2.50521,-4.39319,-4.42459,-4.39319,2.96331,-4.42459,-4.68503,3.0261,-4.40336,2.93191
2022-09-01T09:00:00-00:00,2.95209,-4.64553,2.95209,-4.37598,-4.37598,-4.60413,2.94196,2.93183,-4.37598,2.92082,-4.68694,2.95209,3.21151,4.24517,-4.37598,-4.37598,-4.20024,-4.66667,3.21151,3.14897,3.21151,-4.64553,-4.39712,-4.37598,-4.69795,-4.52133,2.95209,2.49578,-4.37598,-4.39712,-4.37598,2.95209,-4.39712,-4.64553,3.01463,-4.37598,2.92082
2022-09-01T09:15:00-00:00,3.8921,-6.10766,3.8921,-5.76586,-5.75252,-6.05311,3.8921,3.87875,-5.76586,3.86541,-6.16221,3.8921,4.2339,5.60686,-5.75252,-5.76586,-5.51981,-6.14886,4.2339,4.1515,4.24725,-6.10766,-5.76586,-5.76586,-6.17556,-5.94402,3.8921,3.29091,-5.75252,-5.76586,-5.75252,3.8921,-5.76586,-6.10766,4.0012,-5.76586,3.86541
2022-09-01T09:30:00-00:00,3.85717,-6.05283,3.85717,-5.70088,-5.70088,-5.99878,3.85717,3.85717,-5.70088,3.84394,-6.10689,3.8704,4.1959,5.55653,-5.70088,-5.7141,-5.47026,-6.09367,4.1959,4.11424,4.20913,-6.05283,-5.7141,-5.70088,-6.12012,-5.87743,3.8704,3.26137,-5.70088,-5.7141,-5.70088,3.85717,-5.7141,-6.05283,3.96529,-5.7141,3.84394
2022-09-01T09:45:00-00:00,3.49404,-5.4007,3.49404,-5.08521,-5.08521,-5.35224,3.49404,3.48219,-5.08521,3.45744,-5.44916,3.49404,3.79767,5.00531,-5.08521,-5.08521,-4.87953,-5.42544,3.79767,3.72447,3.79767,-5.4007,-5.0981,-5.08521,-5.46204,-5.24347,3.49404,2.95999,-5.07336,-5.0981,-5.08521,3.49404,-5.0981,-5.4007,3.5791,-5.08521,3.45744
2022-09-01T10:00:00-00:00,2.60575,-4.03699,2.60575,-3.80171,-3.80171,-3.99124,2.5873,2.57846,-3.80171,2.57846,-4.07313,2.60575,2.82258,3.7229,-3.80171,-3.80171,-3.63871,-4.04583,2.82258,2.7776,2.83219,-4.03699,-3.81055,-3.80171,-4.07313,-3.91012,2.60575,2.20747,-3.7921,-3.81055,-3.7921,2.60575,-3.81055,-4.03699,2.66919,-3.80171,2.57846
2022-09-01T10:15:00-00:00,3.68711,-5.71279,3.68711,-5.37987,-5.37987,-5.64806,3.661,3.64849,-5.37987,3.64849,-5.76393,3.68711,3.99392,5.26836,-5.37987,-5.37987,-5.14923,-5.7253,3.99392,3.93027,4.00752,-5.71279,-5.37987,-5.37987,-5.76393,-5.53328,3.68711,3.12355,-5.36628,-5.39239,-5.36628,3.68711,-5.39239,-5.71279,3.77687,-5.37987,3.64849
2022-09-01T10:30:00-00:00,2.08479,-3.22257,2.08479,-3.03371,-3.03371,-3.18597,2.08479,2.07003,-3.03371,2.06295,-3.25856,2.08479,2.26596,2.99311,-3.03371,-3.0414,-2.91099,-3.23672,2.26596,2.22228,2.26596,-3.22257,-3.0414,-3.03371,-3.25856,-3.12814,2.08479,1.76614,-3.02664,-3.0414,-3.02664,2.08479,-3.0414,-3.22257,2.14262,-3.03371,2.06295
2022-09-01T10:45:00-00:00,0.82103,-1.26535,0.82103,-1.194,-1.19121,-1.25396,0.82103,0.82103,-1.19121,0.81824,-1.27673,0.82381,0.89237,1.17801,-1.19121,-1.194,-1.14567,-1.27395,0.89237,0.87517,0.89516,-1.26535,-1.19703,-1.194,-1.27952,-1.2284,0.82381,0.69553,-1.19121,-1.19703,-1.19121,0.82103,-1.19703,-1.26535,0.8438,-1.194,0.81824
2022-09-01T11:00:00-00:00,-0.0032,0.0012,-0.0032,0.0012,0.0012,0.0012,-0.0032,-0.0032,0.0012,-0.0032,0.0012,-0.0032,-0.0032,-0.0012,0.0012,0.0012,0.0012,0.0012,-0.0032,-0.0032,-0.0032,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0032,-0.0032,0.0012,0.0012,0.0012,-0.0032,0.0012,0.0012,-0.0032,0.0012,-0.0032
2022-09-01T11:15:00-00:00,-0.004,0.0012,-0.004,0.0012,0.0012,0.0012,-0.004,-0.004,0.0012,-0.004,0.0012,-0.004,-0.004,-0.0012,0.0012,0.0012,0.0012,0.0012,-0.004,-0.004,-0.004,0.0012,0.0012,0.0012,0.0012,0.0012,-0.004,-0.004,0.0012,0.0012,0.0012,-0.004,0.0012,0.0012,-0.004,0.0012,-0.004
2022-09-01T11:30:00-00:00,-0.004,0.0012,-0.004,0.0012,0.0012,0.0012,-0.004,-0.004,0.0012,-0.004,0.0012,-0.004,-0.004,-0.0012,0.0012,0.0012,0.0012,0.0012,-0.004,-0.004,-0.004,0.0012,0.0012,0.0012,0.0012,0.0012,-0.004,-0.004,0.0012,0.0012,0.0012,-0.004,0.0012,0.0012,-0.004,0.0012,-0.004
2022-09-01T11:45:00-00:00,-0.0032,0.0012,-0.0032,0.0012,0.0012,0.0012,-0.0032,-0.0032,0.0012,-0.0032,0.0012,-0.0032,-0.0032,-0.0012,0.0012,0.0012,0.0012,0.0012,-0.0032,-0.0032,-0.0032,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0032,-0.0032,0.0012,0.0012,0.0012,-0.0032,0.0012,0.0012,-0.0032,0.0012,-0.0032
2022-09-01T12:00:00-00:00,6.84451,-10.37517,6.84451,-9.74069,-9.74069,-10.25826,6.81953,6.79655,-9.74069,6.77357,-10.44611,6.84451,7.456,9.81963,-9.74069,-9.74069,-9.34003,-10.40015,7.456,7.29113,7.43302,-10.37517,-9.76368,-9.74069,-10.44611,-10.07042,6.84451,5.80937,-9.74069,-9.76368,-9.74069,6.84451,-9.76368,-10.37517,7.03235,-9.74069,6.77357
2022-09-01T12:15:00-00:00,4.18095,-6.32789,4.18095,-5.95408,-5.95408,-6.27047,4.18095,4.16568,-5.95408,4.15163,-6.3853,4.195,4.55476,6.00233,-5.95408,-5.95408,-5.6951,-6.34193,4.55476,4.45398,4.55476,-6.32789,-5.95408,-5.95408,-6.3853,-6.12632,4.195,3.54817,-5.95408,-5.96813,-5.95408,4.18095,-5.96813,-6.32789,4.29578,-5.95408,4.15163
2022-09-01T12:30:00-00:00,7.31603,-10.95741,7.28959,-10.31017,-10.31017,-10.83367,7.28959,7.26526,-10.31017,7.24094,-11.05682,7.31603,7.9125,10.41804,-10.31017,-10.31017,-9.86176,-10.98173,7.9125,7.78876,7.9125,-10.95741,-10.31017,-10.31017,-11.05682,-10.60841,7.31603,6.22038,-10.28584,-10.31017,-10.31017,7.31603,-10.31017,-10.95741,7.46409,-10.31017,7.24094
2022-09-01T12:45:00-00:00,1.64215,-2.43911,1.64215,-2.29399,-2.29399,-2.41682,1.63622,1.63622,-2.29399,1.62531,-2.4614,1.6476,1.77589,2.3464,-2.29399,-2.29399,-2.19345,-2.4505,1.77589,1.74814,1.78727,-2.43911,-2.29399,-2.29399,-2.4614,-2.36679,1.64215,1.39648,-2.29399,-2.29944,-2.29399,1.64215,-2.29944,-2.43911,1.67534,-2.29399,1.62531
2022-09-01T13:00:00-00:00,9.42331,-13.70312,9.38971,-12.88062,-12.88062,-13.57679,9.3588,9.3588,-12.88062,9.3588,-13.82945,9.45422,10.1813,13.39939,-12.88062,-12.91153,-12.31078,-13.79854,10.1813,10.02406,10.21221,-13.70312,-12.94513,-12.88062,-13.89396,-13.29322,9.45422,8.06188,-12.88062,-12.94513,-12.88062,9.45422,-12.94513,-13.70312,9.61146,-12.88062,9.3588
2022-09-01T13:15:00-00:00,0.40265,-0.5893,0.40133,-0.55401,-0.55401,-0.58256,0.39856,0.39856,-0.55401,0.39856,-0.59472,0.40265,0.43518,0.57387,-0.55401,-0.55401,-0.52955,-0.59207,0.43518,0.42843,0.43662,-0.5893,-0.55533,-0.55401,-0.59472,-0.57171,0.40265,0.3429,-0.55268,-0.55533,-0.55401,0.40265,-0.55533,-0.5893,0.41084,-0.55401,0.39856
2022-09-01T13:30:00-00:00,-1.65116,-0.0012,-1.62226,-0.0012,-0.0012,-0.0012,-1.62226,-1.62226,-0.0012,-1.62226,-0.0012,-1.65116,-1.88234,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-1.88234,-1.82454,-1.88234,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-1.65116,-1.47777,-0.0012,-0.0012,-0.0012,-1.65116,-0.0012,-0.0012,-1.53557,-0.0012,-1.62226
2022-09-01T13:45:00-00:00,-7.704,-0.0012,-7.704,-0.0012,-0.0012,-0.0012,-7.704,-7.704,-0.0012,-7.704,-0.0012,-7.8415,-8.9415,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-8.9415,-8.6665,-8.9415,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-7.704,-7.0165,-0.0012,-0.0012,-0.0012,-7.704,-0.0012,-0.0012,-7.2915,-0.0012,-7.704
2022-09-01T14:00:00-00:00,-16.88133,-0.0012,-16.58523,-0.0012,-0.0012,-0.0012,-16.58523,-16.58523,-0.0012,-16.58523,-0.0012,-16.88133,-19.25007,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-19.25007,-18.65789,-19.25007,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-16.88133,-15.10477,-0.0012,-0.0012,-0.0012,-16.88133,-0.0012,-0.0012,-15.69695,-0.0012,-16.58523
2022-09-01T14:15:00-00:00,-21.14008,-0.0012,-21.14008,-0.0012,-0.0012,-0.0012,-21.14008,-21.14008,-0.0012,-21.14008,-0.0012,-21.51751,-24.53695,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-24.53695,-23.78209,-24.53695,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-21.51751,-19.25293,-0.0012,-0.0012,-0.0012,-21.51751,-0.0012,-0.0012,-20.00779,-0.0012,-21.14008
